family,region,level,ownership,gender,is_saudi,n,mae,mape,pinball_p50
FIN,EST,CXO,private,M,True,1,213439.30607334583,0.7562522860490551,106719.65303667291
OPS,EST,SVP,semigov,M,True,1,172692.04002964284,0.6867811209987253,86346.02001482142
DATA,RUH,D2,semigov,M,False,1,122906.60098019912,0.664245360139729,61453.30049009956
SALES,JED,IC5,private,M,True,1,91895.49252367792,0.7686457814807498,45947.74626183896
FIN,RUH,D1,mnc,M,True,1,91809.95799452922,0.6412369389700088,45904.97899726461
PM,EST,VP,private,M,True,1,89086.49700210376,0.5643753881990019,44543.24850105188
PM,TAB,SVP,private,M,True,1,75170.40486215215,0.507215551832988,37585.202431076075
PM,RUH,D2,private,F,True,1,74278.54801041627,0.5423462410349486,37139.274005208135
SWE,JED,D1,pif_backed,M,True,1,72383.02662569506,0.5751061027638982,36191.51331284753
SUPPLY,MAK,M4,pif_backed,F,True,1,71758.10193094186,0.6507754683711389,35879.05096547093
DATA,RUH,M1,private,M,True,1,67242.44044708194,0.6693366873981829,33621.22022354097
ENG_CIVIL,RUH,D3,private,M,False,1,66155.15396240639,0.48691159193117783,33077.576981203194
DATA,EST,M4,public,M,False,1,63455.29593829997,0.5862254154697931,31727.647969149984
SWE,MAK,M5,semigov,M,True,1,61076.81055316949,0.5398089742993981,30538.405276584745
SALES,JED,M5,pif_backed,M,True,1,59176.57389951384,0.5325003174176635,29588.28694975692
MARKETING,JED,D3,semigov,M,False,1,59120.6821738921,0.5619942483127733,29560.34108694605
PM,HAI,M3,private,M,True,1,57902.6878060923,0.6280947041067383,28951.34390304615
SWE,RUH,VP,private,M,True,1,56636.24840985592,0.41459913433415624,28318.12420492796
MARKETING,RUH,D2,private,F,True,1,56231.98800828094,0.5650488399602817,28115.99400414047
SWE,ASR,M4,semigov,M,True,1,49522.367382829056,0.6340715122526549,24761.183691414528
DATA,EST,M1,mnc,M,True,1,49072.876271233035,0.6220775827539452,24536.438135616518
HEALTH,TAB,VP,semigov,M,False,1,48084.08247860141,0.5142882832936108,24042.041239300706
DATA,RUH,M2,public,M,False,1,45994.10307480042,0.5978222063897505,22997.05153740021
FIN,RUH,M2,pif_backed,F,True,1,45291.3959822507,0.6043011195070461,22645.69799112535
PM,RUH,M4,semigov,M,True,1,45204.21540689766,0.4833580005440228,22602.10770344883
SWE,RUH,M3,semigov,M,False,1,44929.971705985095,0.5655981144785542,22464.985852992548
EDU,JED,D2,private,M,True,1,44309.766157377235,0.5868257928365189,22154.883078688617
SWE,RUH,IC6,public,M,True,1,43071.52748629648,0.5213423537124503,21535.76374314824
SALES,RUH,M3,private,M,True,1,42924.05579338705,0.5318131727214424,21462.027896693526
DATA,RUH,D3,private,M,False,2,42115.27544512465,0.2767419310714676,21057.637722562326
ENG_MECH,RUH,IC4,semigov,M,True,2,41124.05850214203,0.4740926354190895,20562.029251071013
ENG_CIVIL,RUH,M2,pif_backed,M,True,1,40632.57602768275,0.6490100074685367,20316.288013841375
SALES,RUH,IC4,semigov,M,False,1,40294.66010260566,0.6919163179027394,20147.33005130283
SWE,RUH,IC5,mnc,M,False,2,39771.667584981726,0.5255042416389542,19885.833792490863
ENG_MECH,RUH,CXO,public,M,False,1,39733.006757905976,0.38349635689531775,19866.503378952988
SWE,RUH,D1,mnc,M,True,2,38630.41495784522,0.338130334505785,19315.20747892261
DESIGN,TAB,M4,mnc,M,True,1,38091.973767448915,0.5100541168627407,19045.986883724458
SWE,QAS,M1,semigov,M,True,1,37901.38846870898,0.6447327513720734,18950.69423435449
MARKETING,EST,VP,mnc,M,False,1,37676.06158478172,0.44206948614119496,18838.03079239086
MARKETING,NJR,M4,private,F,True,1,37548.76515236542,0.5461837974355924,18774.38257618271
OPS,RUH,M5,mnc,M,False,1,37242.59951560368,0.508600880042123,18621.29975780184
LEGAL,MAD,VP,pif_backed,M,True,1,37233.14985185182,0.33562393911155447,18616.57492592591
EDU,JED,VP,private,M,True,1,36888.21361465966,0.5330450254066224,18444.10680732983
HEALTH,EST,SVP,private,M,True,1,36793.63007892365,0.4263218448161255,18396.815039461824
LEGAL,RUH,IC5,mnc,F,True,1,35637.77696600014,0.5132821032109951,17818.88848300007
MARKETING,NJR,M3,private,F,False,1,34670.90539777689,0.648061089943687,17335.452698888446
SWE,EST,D1,public,F,False,1,34640.14489406617,0.48249265043172285,17320.072447033086
ENG_ELEC,RUH,D2,private,M,True,1,34526.16421240044,1.278552672090551,17263.08210620022
DESIGN,RUH,D2,pif_backed,M,False,1,34354.07952691422,0.41773591557403555,17177.03976345711
