family,region,level,ownership,gender,is_saudi,n,mae,mape,pinball_p50
FIN,EST,CXO,private,M,True,1,170632.06700775598,0.7638012282086994,85316.03350387799
OPS,EST,SVP,semigov,M,True,1,141458.26748354424,0.7107252804369749,70729.13374177212
PM,RUH,D2,private,F,True,1,74415.00908338271,0.6016650684522803,37207.504541691356
SUPPLY,MAK,M4,pif_backed,F,True,1,72817.41096579375,0.7312678734849145,36408.705482896876
FIN,RUH,D1,mnc,M,True,1,72509.47279979986,0.6398098052730826,36254.73639989993
PM,TAB,SVP,private,M,True,1,62258.05810823579,0.5307238963848794,31129.029054117895
PM,EST,VP,private,M,True,1,60148.444136996804,0.4814021022263536,30074.222068498402
SWE,JED,D1,pif_backed,M,True,1,55206.40338832143,0.5541509629770438,27603.201694160714
DATA,RUH,M1,private,M,True,1,54232.11442734202,0.6820011400971758,27116.05721367101
SWE,MAK,M5,semigov,M,True,1,53203.77059882975,0.5940644485371265,26601.885299414876
MARKETING,RUH,D2,private,F,True,1,53010.10231905103,0.589850867427763,26505.051159525516
SWE,RUH,VP,private,M,True,1,52595.246050067755,0.48641594688993317,26297.623025033878
SALES,JED,M5,pif_backed,M,True,1,49947.83978005497,0.5678245479164572,24973.919890027486
ENG_ELEC,RUH,SVP,mnc,M,True,1,47539.03236372188,0.4521212837306142,23769.51618186094
HEALTH,RUH,M5,mnc,F,True,1,47530.266534509836,0.5851168815266622,23765.133267254918
ENG_MECH,EST,M3,public,M,True,1,46472.80611380824,0.5866520096149407,23236.40305690412
PM,HAI,M3,private,M,True,1,44960.392678095566,0.6161463835940676,22480.196339047783
SWE,QAS,M2,public,M,True,1,41940.3602163899,0.6836923367097837,20970.18010819495
FIN,RUH,M2,pif_backed,F,True,1,41567.96930302359,0.6141543476905766,20783.984651511793
SALES,JED,IC5,private,M,True,2,41122.02253024017,0.5457501630646441,20561.011265120083
HEALTH,EST,SVP,mnc,F,True,1,39938.26423150667,0.5150802895757758,19969.132115753335
DATA,EST,M1,mnc,M,True,1,39903.29659061671,0.6390564377987366,19951.648295308354
EDU,JED,D2,private,M,True,1,38615.580509077,0.6460999456769859,19307.7902545385
SWE,ASR,M4,semigov,M,True,1,38097.58693882497,0.6162567838086341,19048.793469412485
EDU,JED,VP,private,F,True,1,36617.703350190124,0.5863196903404515,18308.851675095062
LEGAL,EST,SVP,private,M,True,1,34832.55782312363,0.3526099779007059,17416.278911561814
LEGAL,RUH,IC5,mnc,F,True,1,34334.629656301,0.5475942933611506,17167.3148281505
PM,RUH,M4,semigov,M,True,1,34184.43251135468,0.46179130432459314,17092.21625567734
MARKETING,NJR,M4,private,F,True,1,34106.236034500515,0.5493611920349679,17053.118017250257
SALES,RUH,M2,private,F,True,1,33944.09829799604,0.5565622750693517,16972.04914899802
SWE,RUH,IC6,public,M,True,1,33915.21706182864,0.5186265381321694,16957.60853091432
SALES,RUH,M3,private,M,True,1,33704.83457734085,0.5275673863082565,16852.417288670425
OPS,RUH,IC5,private,F,True,1,32686.36285396989,0.5620273422177684,16343.181426984946
SWE,RUH,D1,mnc,M,True,2,32075.56401418409,0.36120809141308846,16037.782007092044
ENG_MECH,RUH,IC4,semigov,M,True,2,31734.015300083265,0.44463575129079097,15867.007650041633
HEALTH,RUH,VP,public,F,True,1,30992.31231962028,0.4244622113022173,15496.15615981014
ENG_CIVIL,RUH,M2,pif_backed,M,True,1,30766.01405879428,0.6208342549888127,15383.00702939714
SWE,QAS,M1,semigov,M,True,1,29832.193168496335,0.6411168555718408,14916.096584248167
SWE,RUH,M3,pif_backed,F,True,1,29627.896712148715,0.425035604876612,14813.948356074357
HEALTH,EST,SVP,private,M,True,1,29500.907442963187,0.4318448296723643,14750.453721481594
DATA,EST,D2,pif_backed,M,True,1,28956.06830132076,0.37072719411812133,14478.03415066038
HR,RUH,VP,pif_backed,M,True,1,28917.466511974555,0.37161441500094305,14458.733255987278
HEALTH,RUH,D2,pif_backed,F,True,1,28838.008778109972,0.4449918616012793,14419.004389054986
EDU,JED,VP,private,M,True,1,28606.99009692575,0.5222468589259945,14303.495048462875
CUSTOMER,JED,D1,mnc,M,True,1,28524.648009797696,0.657267804706672,14262.324004898848
DESIGN,RUH,IC3,mnc,F,True,1,28478.05927734335,0.6531156150746786,14239.029638671675
DESIGN,TAB,M4,mnc,M,True,1,27527.109973611594,0.46566199994001456,13763.554986805797
ENG_CIVIL,RUH,VP,startup,M,True,1,27289.39106265785,0.4571000026716619,13644.695531328925
PM,EST,IC6,private,F,True,1,27032.853948226006,0.5720647429717626,13516.426974113003
LEGAL,MAD,VP,pif_backed,M,True,1,26948.71869672731,0.3068941948612894,13474.359348363654
SALES,JED,IC3,mnc,F,True,1,26820.797160440874,0.6608288733154138,13410.398580220437
ENG_MECH,JED,D1,private,M,True,1,26465.301160857874,0.41596685281474455,13232.650580428937
ENG_ELEC,RUH,IC5,semigov,M,True,1,26009.868161464987,0.5452690404389952,13004.934080732493
HEALTH,EST,D1,private,F,True,2,25797.289710290115,0.4686950082690484,12898.644855145058
ENG_ELEC,RUH,M1,mnc,M,True,1,25774.24306219901,0.6647668564322243,12887.121531099505
DATA,RUH,D2,semigov,M,False,1,25765.5438196298,0.6286277841395967,12882.7719098149
SWE,RUH,M3,public,M,True,1,25629.77800226917,0.470113189456173,12814.889001134585
FIN,EST,M2,semigov,M,True,1,25268.33656855501,0.4640986571032053,12634.168284277504
ENG_MECH,JED,IC5,private,M,True,1,24850.099322849135,0.5258755074352591,12425.049661424568
FIN,EST,M1,semigov,M,True,1,24497.037134403145,0.5224865384270837,12248.518567201572
MARKETING,RUH,IC5,private,M,True,1,24385.018088863962,0.5180308349202059,12192.509044431981
FIN,JED,D3,startup,M,True,1,24338.46336962291,1.336093189058613,12169.231684811455
FIN,EST,IC6,private,F,True,1,24198.153142421837,0.5098561243350943,12099.076571210919
PM,EST,IC5,public,F,True,1,24070.82956766885,0.5573490688379705,12035.414783834425
FIN,RUH,VP,mnc,F,True,1,23862.746940415265,0.27420827867605324,11931.373470207633
DATA,JED,M3,private,M,True,1,23720.955544115073,0.527971196832579,11860.477772057537
SALES,TAB,M3,mnc,F,True,1,23689.651063646244,0.427301781185545,11844.825531823122
OPS,RUH,D1,startup,M,True,1,23373.53128227468,0.616481725291592,11686.76564113734
SALES,RUH,M2,semigov,M,True,1,23334.144371324317,0.4751619781654537,11667.072185662159
ENG_CIVIL,RUH,M5,private,M,True,1,23188.826451142788,0.47438930404571605,11594.413225571394
FIN,MAK,IC4,pif_backed,F,True,1,23057.2656894261,0.5742832053163448,11528.63284471305
FIN,JED,D1,private,F,True,1,22999.479575905218,0.43372723153007886,11499.739787952609
CUSTOMER,MAD,IC6,mnc,F,True,1,22639.09936229627,0.6133080868438878,11319.549681148135
ENG_ELEC,RUH,M3,semigov,M,True,1,22605.835399002684,0.4531076683993346,11302.917699501342
SWE,TAB,M5,private,M,True,1,22589.714916972516,1.2756039901911571,11294.857458486258
DATA,ASR,IC5,public,M,True,1,22316.417402968447,0.6075955926043622,11158.208701484224
SWE,RUH,IC4,semigov,M,True,1,21886.987291374488,0.4909394316381667,10943.493645687244
ENG_CIVIL,TAB,D1,private,M,True,1,21743.49296241448,0.5202283344676044,10871.74648120724
DESIGN,RUH,M2,public,F,True,1,21666.08971316147,0.45452062139047195,10833.044856580735
PM,RUH,D1,public,M,True,1,21626.73734908952,0.37896542258752514,10813.36867454476
PM,JED,M1,semigov,M,True,1,21519.097279238173,0.4842711906574134,10759.548639619086
HEALTH,RUH,M4,private,F,True,1,21497.31048703627,0.48105617862730343,10748.655243518135
ENG_MECH,MAK,IC6,public,M,True,1,21386.302715221955,0.5147828884305676,10693.151357610977
SWE,MAD,IC6,private,F,True,1,20985.290608312687,0.4571336439763539,10492.645304156344
ENG_CIVIL,RUH,D2,private,M,True,1,20964.448155459864,0.421455086940165,10482.224077729932
SWE,RUH,M3,private,M,True,2,20944.06358529204,0.3371430168805799,10472.03179264602
ENG_MECH,RUH,D3,public,M,True,1,20917.803068352616,0.3238971868389932,10458.901534176308
ENG_MECH,RUH,M3,private,M,True,2,20787.707734273787,0.400342965366433,10393.853867136893
OPS,RUH,VP,pif_backed,F,True,1,20768.971020068137,0.31116879626633603,10384.485510034068
FIN,RUH,IC6,mnc,M,True,1,20705.300897656998,0.4102229714728858,10352.650448828499
ENG_ELEC,RUH,D2,private,M,True,1,20547.249963438255,0.9612832990596301,10273.624981719127
DATA,JAZ,M2,private,M,True,1,20509.12833512672,0.5705492875067814,10254.56416756336
DESIGN,MAD,M2,private,F,True,1,20395.499249519107,0.6295045693272129,10197.749624759554
DATA,HAI,IC6,private,M,True,1,20044.725150704668,0.44383172734697585,10022.362575352334
ENG_CIVIL,RUH,IC3,private,M,True,1,19887.094829378442,0.6175684968612893,9943.547414689221
OPS,RUH,M3,startup,F,True,1,19819.233030558913,0.5268582073555221,9909.616515279457
CUSTOMER,RUH,M3,private,M,True,1,19790.10672269776,0.5090784730972009,9895.05336134888
DATA,MAK,M4,semigov,M,True,1,19597.667830631508,0.3366144078393759,9798.833915315754
FIN,MAK,VP,semigov,M,True,1,19590.564618621298,0.5831841768738231,9795.282309310649
HR,BAH,M3,semigov,F,True,1,19587.603072238824,2.7032824892959653,9793.801536119412
MARKETING,MAK,IC4,private,F,True,1,19475.732688763826,0.6809659558130718,9737.866344381913
ENG_CIVIL,QAS,M3,mnc,M,True,1,19328.60820501198,0.49845601147420554,9664.30410250599
HEALTH,JED,IC4,semigov,F,True,1,19199.270281019708,0.5947679188908827,9599.635140509854
MARKETING,RUH,D3,private,F,True,1,19130.878285193234,0.2717332425488521,9565.439142596617
SALES,TAB,IC5,semigov,F,True,2,18870.170609629167,0.367600530917992,9435.085304814584
SWE,RUH,D1,startup,M,True,1,18819.865156993957,0.8807376857884511,9409.932578496979
SWE,JAZ,M3,private,M,True,1,18790.679661100225,0.5530188794715643,9395.339830550112
DATA,EST,IC6,semigov,F,True,1,18772.557834253737,0.38621523265310453,9386.278917126869
ENG_ELEC,EST,IC2,mnc,F,True,1,18733.862695522796,0.7568560216302801,9366.931347761398
OPS,EST,M3,pif_backed,M,True,1,18712.590059555816,0.473057547614166,9356.295029777908
OPS,RUH,D1,private,M,True,1,18592.699508391932,0.34744609603197457,9296.349754195966
LEGAL,EST,M2,private,F,True,1,18449.383348207266,0.43054333924871724,9224.691674103633
LEGAL,BAH,M1,private,M,True,1,18164.247893625125,0.6211712796625561,9082.123946812562
SALES,QAS,IC6,pif_backed,F,True,1,18092.085949208984,0.42813140732920973,9046.042974604492
CUSTOMER,JED,IC6,pif_backed,M,True,1,17936.29148393386,0.5602942339723314,8968.14574196693
OPS,ASR,M1,pif_backed,F,True,1,17844.961389050644,0.6418682839005053,8922.480694525322
OPS,EST,IC6,semigov,M,True,1,17747.17513749301,0.5534142435517831,8873.587568746505
ENG_ELEC,EST,M2,pif_backed,M,True,1,17731.930359287166,0.4289336159372779,8865.965179643583
SWE,EST,D1,private,F,True,1,17632.12738899442,1.014871193082019,8816.06369449721
PM,QAS,M2,semigov,M,True,2,17529.325281871126,0.5023406315318424,8764.662640935563
FIN,MAD,IC6,mnc,M,True,1,17511.99545634862,0.37945871908313283,8755.99772817431
OPS,EST,VP,public,F,True,1,17489.67627754453,0.38584325098793315,8744.838138772266
FIN,ASR,IC5,private,F,True,1,17326.31351611398,0.5297847203617528,8663.15675805699
EDU,EST,M3,private,F,True,1,17213.148081650583,0.47585367887240776,8606.574040825291
ENG_CIVIL,RUH,VP,private,M,True,1,17200.731577644754,0.7568149421869786,8600.365788822377
FIN,EST,IC4,public,M,True,2,16715.045259140763,0.4222438221164278,8357.522629570381
